Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,FOV,Saturation,FPS target,FPS real,,,,,,
41:42.3,9.313272,intervention,8.313272,decay,0.3132725,0.68,86.41,68,70,14.56703,,,0.001812,18.25084815,,
41:42.3,9.315084,intervention,8.315084,decay,0.3150845,0.68,86.41,68,70,14.56703,,,0.014647,21.61159909,,
41:42.4,9.329731,intervention,8.329731,decay,0.329731,0.67,85.67,67,70,13.66481,,,0.001945,18.32875055,,
41:42.4,9.331676,intervention,8.331676,decay,0.3316765,0.66,84.94,66,69,13.66481,,,0.051308,2.368381904,,
41:42.4,9.382984,intervention,8.382984,decay,0.3829842,0.61,81.25,61,66,13.66481,,,0.002625,18.71690776,,
41:42.4,9.385609,intervention,8.385609,decay,0.3856087,0.61,81.25,61,66,13.66481,,,0.001794,18.24025684,,
41:42.4,9.387403,intervention,8.387403,decay,0.3874035,0.61,81.25,61,66,13.66481,,,0.001864,18.28138105,,
41:42.4,9.389267,intervention,8.389267,decay,0.389267,0.61,81.25,61,66,13.66481,,,0.01185,21.71662051,,
41:42.4,9.401117,intervention,8.401117,decay,0.4011173,0.59,79.78,59,65,13.87925,,,0.001847,18.27140966,,
41:42.4,9.402964,intervention,8.402964,decay,0.4029636,0.59,79.78,59,65,13.87925,,,0.054323,1.653323962,,
41:42.5,9.457287,intervention,8.457287,decay,0.4572868,0.54,76.09,54,62,13.87925,,,0.002628,18.71858136,,
41:42.5,9.459915,intervention,8.459915,decay,0.4599152,0.54,76.09,54,62,13.87925,,,0.001839,18.2667137,,
41:42.5,9.461754,intervention,8.461754,decay,0.4617538,0.53,75.36,53,61,13.87925,,,0.001814,18.25202426,,
41:42.5,9.463568,intervention,8.463568,decay,0.4635677,0.53,75.36,53,61,13.87925,,,0.011869,21.71760703,,
41:42.5,9.475437,intervention,8.475437,decay,0.4754372,0.52,74.62,52,61,13.47026,,,0.001986,18.35263819,,
41:42.5,9.477423,intervention,8.477423,decay,0.4774227,0.52,74.62,52,61,13.47026,,,0.051084,2.429858477,,
41:42.6,9.528507,intervention,8.528507,decay,0.5285072,0.47,70.93,47,58,13.47026,,,0.002667,18.74030629,,
41:42.6,9.531174,intervention,8.531174,decay,0.5311737,0.46,70.2,46,57,13.47026,,,0.001836,18.26495214,,
41:42.6,9.53301,intervention,8.53301,decay,0.5330105,0.46,70.2,46,57,13.47026,,,0.01199,21.72334438,,
41:42.6,9.545,intervention,8.545,decay,0.5450001,0.45,69.46,45,57,14.03984,,,0.001934,18.3223314,,
41:42.6,9.546934,intervention,8.546934,decay,0.5469341,0.45,69.46,45,57,14.03984,,,0.048691,3.165465076,,
41:42.6,9.595625,intervention,8.595625,decay,0.5956249,0.4,65.77,40,54,14.03984,,,0.002655,18.73362802,,
41:42.6,9.59828,intervention,8.59828,decay,0.59828,0.4,65.77,40,54,14.03984,,,0.00189,18.29661156,,
41:42.6,9.60017,intervention,8.60017,decay,0.6001701,0.39,65.04,39,53,14.03984,,,0.001944,18.32816717,,
41:42.6,9.602114,intervention,8.602114,decay,0.6021137,0.39,65.04,39,53,14.03984,,,0.012823,21.73722392,,
41:42.6,9.614937,intervention,8.614937,decay,0.6149368,0.38,64.3,38,52,14.88394,,,0.001919,18.31357104,,
41:42.6,9.616856,intervention,8.616856,decay,0.6168556,0.38,64.3,38,52,14.88394,,,0.054475,1.622475679,,
41:42.7,9.671331,intervention,8.671331,decay,0.6713314,0.32,59.88,32,49,14.88394,,,0.002547,18.67327134,,
41:42.7,9.673878,intervention,8.673878,decay,0.6738777,0.32,59.88,32,49,14.88394,,,0.001985,18.35205629,,
41:42.7,9.675863,intervention,8.675863,decay,0.6758633,0.32,59.88,32,49,14.88394,,,0.012045,21.72564057,,
41:42.7,9.687908,intervention,8.687908,decay,0.6879082,0.31,59.14,31,48,13.24705,,,0.001963,18.33924525,,
41:42.7,9.689871,intervention,8.689871,decay,0.6898708,0.31,59.14,31,48,13.24705,,,0.049549,2.884730997,,
41:42.8,9.73942,intervention,8.73942,decay,0.7394199,0.26,55.46,26,45,13.24705,,,0.003508,19.19386885,,
41:42.8,9.742928,intervention,8.742928,decay,0.7429276,0.25,54.72,25,45,13.24705,,,0.002023,18.37414334,,
41:42.8,9.744951,intervention,8.744951,decay,0.7449512,0.25,54.72,25,45,13.24705,,,0.002064,18.39791545,,
41:42.8,9.747015,intervention,8.747015,decay,0.747015,0.25,54.72,25,45,13.24705,,,0.012947,21.73546138,,
41:42.8,9.759962,intervention,8.759962,decay,0.7599621,0.24,53.98,24,44,14.65274,,,0.001995,18.35787373,,
41:42.8,9.761957,intervention,8.761957,decay,0.7619572,0.23,53.25,23,43,14.65274,,,0.049538,2.888207607,,
41:42.8,9.811495,intervention,8.811495,decay,0.8114948,0.18,49.56,18,40,14.65274,,,0.002762,18.79297641,,
41:42.8,9.814257,intervention,8.814257,decay,0.8142567,0.18,49.56,18,40,14.65274,,,0.001831,18.26201548,,
41:42.8,9.816088,intervention,8.816088,decay,0.8160877,0.18,49.56,18,40,14.65274,,,0.012991,21.73459749,,
41:42.8,9.829079,intervention,8.829079,decay,0.8290787,0.17,48.82,17,40,13.86968,,,0.002069,18.40081031,,
41:42.9,9.831148,intervention,8.831148,decay,0.8311481,0.16,48.09,16,39,13.86968,,,0.052384,2.089728027,,
41:42.9,9.883532,intervention,8.883532,decay,0.8835316,0.11,44.4,11,36,13.86968,,,0.002616,18.71188484,,
41:42.9,9.886148,intervention,8.886148,decay,0.8861485,0.11,44.4,11,36,13.86968,,,0.001852,18.27434348,,
41:42.9,9.888,intervention,8.888,decay,0.8880005,0.11,44.4,11,36,13.86968,,,0.001824,18.25790269,,
41:42.9,9.889824,intervention,8.889824,decay,0.8898239,0.11,44.4,11,36,13.86968,,,0.012001,21.72381921,,
41:42.9,9.901825,intervention,8.901825,decay,0.901825,0.09,42.93,9,35,13.88432,,,0.001905,18.30538745,,
41:42.9,9.90373,intervention,8.90373,decay,0.9037304,0.09,42.93,9,35,13.88432,,,0.051659,2.274481886,,
41:43.0,9.955389,intervention,8.955389,decay,0.955389,0.04,39.24,4,32,13.88432,,,0.002747,18.78468371,,
41:43.0,9.958136,intervention,8.958136,decay,0.9581356,0.04,39.24,4,32,13.88432,,,0.001857,18.27727642,,
41:43.0,9.959993,intervention,8.959993,decay,0.9599934,0.04,39.24,4,32,13.88432,,,0.001891,18.29719687,,
41:43.0,9.961884,intervention,8.961884,decay,0.9618835,0.03,38.51,3,31,13.88432,,,0.011995,21.72356118,,
41:43.0,9.973879,intervention,8.973879,decay,0.9738789,0.02,37.77,2,31,13.94268,,,0.001974,18.34565295,,
41:43.0,9.975853,intervention,8.975853,decay,0.975853,0.02,37.77,2,31,13.94268,,,0.049187,3.000804489,,
41:43.0,10.02504,intervention,9.025036,sustain low,0.02503586,0,36.3,0,30,13.94268,,,0.00232,18.54495001,,
41:43.0,10.02736,intervention,9.027357,sustain low,0.0273571,0,36.3,0,30,13.94268,,,0.00189,18.29661156,,
41:43.0,10.02925,intervention,9.029245,sustain low,0.02924538,0,36.3,0,30,13.94268,,,0.01205,21.72583965,,
41:43.1,10.0413,intervention,9.041298,sustain low,0.04129791,0,36.3,0,30,14.32969,,,0.01162,21.70283668,,
41:43.1,10.05292,intervention,9.052923,sustain low,0.0529232,0,36.3,0,30,14.32969,,,0.05486,1.546416301,,
41:43.1,10.10778,intervention,9.107782,sustain low,0.1077824,0,36.3,0,30,14.32969,,,0.00255,18.67495402,,
41:43.1,10.11033,intervention,9.110329,sustain low,0.1103287,0,36.3,0,30,14.32969,,,0.00185,18.27317006,,
41:43.1,10.11218,intervention,9.112185,sustain low,0.1121845,0,36.3,0,30,14.32969,,,0.00191,18.30831096,,
41:43.1,10.11409,intervention,9.114086,sustain low,0.1140862,0,36.3,0,30,14.32969,,,0.01207,21.72661986,,
41:43.1,10.12616,intervention,9.126158,sustain low,0.1261578,0,36.3,0,30,12.0896,,,0.00192,18.31415532,,
41:43.1,10.12808,intervention,9.128084,sustain low,0.1280842,0,36.3,0,30,12.0896,,,0.05087,2.489734013,,
41:43.2,10.17895,intervention,9.178953,sustain low,0.1789532,0,36.3,0,30,12.0896,,,0.00252,18.65811162,,
41:43.2,10.18147,intervention,9.181467,sustain low,0.1814671,0,36.3,0,30,12.0896,,,0.00239,18.58472935,,
41:43.2,10.18386,intervention,9.183859,sustain low,0.1838589,0,36.3,0,30,12.0896,,,0.00182,18.25555174,,
41:43.2,10.18568,intervention,9.18568,sustain low,0.1856804,0,36.3,0,30,12.0896,,,0.01201,21.72420191,,
41:43.2,10.19769,intervention,9.197695,sustain low,0.1976948,0,36.3,0,30,14.04909,,,0.00204,18.38400747,,
41:43.2,10.19973,intervention,9.19973,sustain low,0.1997299,0,36.3,0,30,14.04909,,,0.05035,2.639950472,,
41:43.3,10.25008,intervention,9.25008,sustain low,0.2500801,0,36.3,0,30,14.04909,,,0.00266,18.73641132,,
41:43.3,10.25274,intervention,9.252745,sustain low,0.2527447,0,36.3,0,30,14.04909,,,0.00189,18.29661156,,
41:43.3,10.25463,intervention,9.254631,sustain low,0.254631,0,36.3,0,30,14.04909,,,0.01185,21.71662051,,
41:43.3,10.26648,intervention,9.266478,sustain low,0.2664776,0,36.3,0,30,14.05477,,,0.00236,18.5677037,,
41:43.3,10.26884,intervention,9.268841,sustain low,0.2688408,0,36.3,0,30,14.05477,,,0.05295,1.953866878,,
41:43.3,10.32179,intervention,9.321791,sustain low,0.3217907,0,36.3,0,30,14.05477,,,0.00264,18.72527228,,
41:43.3,10.32443,intervention,9.32443,sustain low,0.3244305,0,36.3,0,30,14.05477,,,0.00192,18.31415532,,
41:43.3,10.32635,intervention,9.326345,sustain low,0.3263454,0,36.3,0,30,14.05477,,,0.00186,18.27903576,,
41:43.3,10.32821,intervention,9.328205,sustain low,0.3282051,0,36.3,0,30,14.05477,,,0.01464,21.61248789,,
41:43.4,10.34285,intervention,9.342852,sustain low,0.3428516,0,36.3,0,30,13.95278,,,0.00202,18.37240152,,
41:43.4,10.34487,intervention,9.344868,sustain low,0.3448677,0,36.3,0,30,13.95278,,,0.04917,3.006340076,,
41:43.4,10.39404,intervention,9.394045,sustain low,0.3940449,0,36.3,0,30,13.95278,,,0.00259,18.69735649,,
41:43.4,10.39663,intervention,9.396629,sustain low,0.3966293,0,36.3,0,30,13.95278,,,0.00186,18.27903576,,
41:43.4,10.39849,intervention,9.398485,sustain low,0.3984852,0,36.3,0,30,13.95278,,,0.01229,21.73350042,,
41:43.4,10.41078,intervention,9.41078,sustain low,0.41078,0,36.3,0,30,13.82598,,,0.00195,18.33166691,,
41:43.4,10.41273,intervention,9.412727,sustain low,0.4127274,0,36.3,0,30,13.82598,,,0.04952,2.893903404,,
41:43.5,10.46225,intervention,9.46225,sustain low,0.4622498,0,36.3,0,30,13.82598,,,0.00269,18.75309055,,
41:43.5,10.46494,intervention,9.464937,sustain low,0.4649372,0,36.3,0,30,13.82598,,,0.00181,18.2496719,,
41:43.5,10.46675,intervention,9.466751,sustain low,0.4667511,0,36.3,0,30,13.82598,,,0.00186,18.27903576,,
41:43.5,10.46861,intervention,9.468611,sustain low,0.4686108,0,36.3,0,30,13.82598,,,0.01437,21.64439485,,
41:43.5,10.48298,intervention,9.482975,sustain low,0.482975,0,36.3,0,30,14.6617,,,0.0019,18.30246304,,
41:43.5,10.48488,intervention,9.484879,sustain low,0.4848785,0,36.3,0,30,14.6617,,,0.05186,2.222030032,,
41:43.6,10.53674,intervention,9.536743,sustain low,0.5367432,0,36.3,0,30,14.6617,,,0.00212,18.43028576,,
41:43.6,10.53886,intervention,9.538862,sustain low,0.5388622,0,36.3,0,30,14.6617,,,0.00191,18.30831096,,
41:43.6,10.54077,intervention,9.540766,sustain low,0.5407658,0,36.3,0,30,14.6617,,,0.00186,18.27903576,,
41:43.6,10.54263,intervention,9.542631,sustain low,0.5426311,0,36.3,0,30,14.6617,,,0.01228,21.73325537,,
41:43.6,10.55491,intervention,9.554907,sustain low,0.5549068,0,36.3,0,30,13.43546,,,0.00191,18.30831096,,
41:43.6,10.55682,intervention,9.556818,sustain low,0.556818,0,36.3,0,30,13.43546,,,0.05248,2.06617494,,
41:43.6,10.6093,intervention,9.609304,sustain low,0.6093044,0,36.3,0,30,13.43546,,,0.00278,18.8029159,,
41:43.6,10.61208,intervention,9.612083,sustain low,0.6120834,0,36.3,0,30,13.43546,,,0.00188,18.29075651,,
41:43.6,10.61396,intervention,9.613956,sustain low,0.6139565,0,36.3,0,30,13.43546,,,0.01199,21.72334438,,
41:43.6,10.62595,intervention,9.625946,sustain low,0.625946,0,36.3,0,30,13.80947,,,0.00191,18.30831096,,
41:43.6,10.62786,intervention,9.627855,sustain low,0.6278553,0,36.3,0,30,13.80947,,,0.05011,2.711571275,,
41:43.7,10.67797,intervention,9.677971,sustain low,0.6779709,0,36.3,0,30,13.80947,,,0.00256,18.68056044,,
41:43.7,10.68053,intervention,9.680534,sustain low,0.6805344,0,36.3,0,30,13.80947,,,0.00242,18.60172091,,
41:43.7,10.68295,intervention,9.682947,sustain low,0.6829472,0,36.3,0,30,13.80947,,,0.00273,18.77527457,,
41:43.7,10.68568,intervention,9.68568,sustain low,0.6856804,0,36.3,0,30,13.80947,,,0.0135,21.7155303,,
41:43.7,10.69918,intervention,9.699184,sustain low,0.6991844,0,36.3,0,30,14.52104,,,0.00198,18.34914622,,
41:43.7,10.70116,intervention,9.70116,sustain low,0.7011604,0,36.3,0,30,14.52104,,,0.05408,1.703620811,,
41:43.8,10.75524,intervention,9.755243,sustain low,0.7552433,0,36.3,0,30,14.52104,,,0.00302,18.93420535,,
41:43.8,10.75826,intervention,9.758255,sustain low,0.758255,0,36.3,0,30,14.52104,,,0.00194,18.32583329,,
41:43.8,10.7602,intervention,9.760204,sustain low,0.7602043,0,36.3,0,30,14.52104,,,0.00219,18.4705869,,
41:43.8,10.76239,intervention,9.762392,sustain low,0.762392,0,36.3,0,30,14.52104,,,0.01265,21.73802502,,
41:43.8,10.77504,intervention,9.775038,sustain low,0.7750378,0,36.3,0,30,12.94817,,,0.00237,18.5733827,,
41:43.8,10.77741,intervention,9.777407,sustain low,0.7774067,0,36.3,0,30,12.94817,,,0.06052,0.725636546,,
41:43.9,10.83793,intervention,9.837934,sustain low,0.8379345,0,36.3,0,30,12.94817,,,0.00301,18.92878133,,
41:43.9,10.84094,intervention,9.84094,sustain low,0.8409405,0,36.3,0,30,12.94817,,,0.00201,18.36659311,,
41:43.9,10.84295,intervention,9.842945,sustain low,0.8429451,0,36.3,0,30,12.94817,,,0.00213,18.4360541,,
41:43.9,10.84508,intervention,9.845078,sustain low,0.8450775,0,36.3,0,30,12.94817,,,0.01251,21.73725923,,
41:43.9,10.85759,intervention,9.857588,sustain low,0.8575878,0,36.3,0,30,12.09419,,,0.00199,18.35496546,,
41:43.9,10.85958,intervention,9.859585,sustain low,0.8595848,0,36.3,0,30,12.09419,,,0.0505,2.595925858,,
41:43.9,10.91008,intervention,9.91008,sustain low,0.91008,0,36.3,0,30,12.09419,,,0.00252,18.65811162,,
41:43.9,10.9126,intervention,9.912596,sustain low,0.9125957,0,36.3,0,30,12.09419,,,0.00186,18.27903576,,
41:43.9,10.91446,intervention,9.914463,sustain low,0.914463,0,36.3,0,30,12.09419,,,0.01204,21.72543988,,
41:43.9,10.9265,intervention,9.926504,sustain low,0.9265041,0,36.3,0,30,13.85514,,,0.00194,18.32583329,,
41:43.9,10.92844,intervention,9.928436,sustain low,0.9284363,0,36.3,0,30,13.85514,,,0.05564,1.401184743,,
41:44.0,10.98408,intervention,9.984083,sustain low,0.9840832,0,36.3,0,30,13.85514,,,0.00265,18.73084375,,
41:44.0,10.98673,intervention,9.986727,sustain low,0.9867268,0,36.3,0,30,13.85514,,,0.00185,18.27317006,,
41:44.0,10.98858,intervention,9.988581,sustain low,0.9885807,0,36.3,0,30,13.85514,,,0.00193,18.31999609,,
41:44.0,10.99051,intervention,9.990515,sustain low,0.9905148,0,36.3,0,30,13.85514,,,0.01242,21.73609899,,
41:44.0,11.00293,intervention,10.00293,attack,0.002931595,0,36.3,0,30,13.51346,,,0.00194,18.32583329,,
41:44.0,11.00487,intervention,10.00487,attack,0.004871368,0,36.3,0,30,13.51346,,,0.0517,2.263705217,,
41:44.1,11.05657,intervention,10.05657,attack,0.05656815,0.05,39.98,5,33,13.51346,,,0.00266,18.73641132,,
41:44.1,11.05923,intervention,10.05923,attack,0.0592289,0.05,39.98,5,33,13.51346,,,0.00188,18.29075651,,
41:44.1,11.06111,intervention,10.06111,attack,0.06111145,0.06,40.72,6,33,13.51346,,,0.00186,18.27903576,,
41:44.1,11.06297,intervention,10.06297,attack,0.06297493,0.06,40.72,6,33,13.51346,,,0.01223,21.7319334,,
41:44.1,11.0752,intervention,10.0752,attack,0.07519531,0.07,41.45,7,34,13.80272,,,0.00201,18.36659311,,
41:44.1,11.07721,intervention,10.07721,attack,0.07720566,0.07,41.45,7,34,13.80272,,,0.05082,2.503885868,,
41:44.2,11.12803,intervention,10.12803,attack,0.1280346,0.12,45.14,12,37,13.80272,,,0.00253,18.66372961,,
41:44.2,11.13056,intervention,10.13056,attack,0.1305561,0.13,45.88,13,37,13.80272,,,0.00291,18.87431829,,
41:44.2,11.13347,intervention,10.13347,attack,0.1334686,0.13,45.88,13,37,13.80272,,,0.01218,21.7304502,,
41:44.2,11.14565,intervention,10.14565,attack,0.1456509,0.14,46.61,14,38,14.01151,,,0.00195,18.33166691,,
41:44.2,11.1476,intervention,10.1476,attack,0.1475983,0.14,46.61,14,38,14.01151,,,0.05291,1.963232669,,
41:44.2,11.20051,intervention,10.20051,attack,0.2005138,0.2,51.04,20,42,14.01151,,,0.00262,18.71411763,,
41:44.2,11.20313,intervention,10.20313,attack,0.2031288,0.2,51.04,20,42,14.01151,,,0.00189,18.29661156,,
41:44.2,11.20502,intervention,10.20502,attack,0.2050152,0.2,51.04,20,42,14.01151,,,0.00185,18.27317006,,
41:44.2,11.20687,intervention,10.20687,attack,0.2068748,0.2,51.04,20,42,14.01151,,,0.01501,21.56125898,,
41:44.2,11.22188,intervention,10.22188,attack,0.2218838,0.22,52.51,22,43,13.77653,,,0.00203,18.37820631,,
41:44.2,11.22391,intervention,10.22391,attack,0.2239113,0.22,52.51,22,43,13.77653,,,0.05145,2.330038408,,
41:44.3,11.27536,intervention,10.27536,attack,0.275362,0.27,56.19,27,46,13.77653,,,0.00292,18.87978276,,
41:44.3,11.27828,intervention,10.27828,attack,0.2782841,0.27,56.19,27,46,13.77653,,,0.00188,18.29075651,,
41:44.3,11.28016,intervention,10.28016,attack,0.2801609,0.28,56.93,28,46,13.77653,,,0.00186,18.27903576,,
41:44.3,11.28202,intervention,10.28202,attack,0.2820168,0.28,56.93,28,46,13.77653,,,0.01198,21.72290596,,
41:44.3,11.294,intervention,10.294,attack,0.2939987,0.29,57.67,29,47,13.36209,,,0.00198,18.34914622,,
41:44.3,11.29598,intervention,10.29598,attack,0.2959805,0.29,57.67,29,47,13.36209,,,0.04964,2.856090635,,
41:44.4,11.34562,intervention,10.34562,attack,0.3456154,0.34,61.35,34,50,13.36209,,,0.00256,18.68056044,,
41:44.4,11.34818,intervention,10.34818,attack,0.3481789,0.34,61.35,34,50,13.36209,,,0.0018,18.24378855,,
41:44.4,11.34998,intervention,10.34998,attack,0.3499775,0.34,61.35,34,50,13.36209,,,0.01273,21.73789466,,
41:44.4,11.36271,intervention,10.36271,attack,0.362709,0.36,62.83,36,51,14.22771,,,0.002,18.36078109,,
41:44.4,11.36471,intervention,10.36471,attack,0.364706,0.36,62.83,36,51,14.22771,,,0.05282,1.984435705,,
41:44.4,11.41753,intervention,10.41753,attack,0.4175301,0.41,66.51,41,54,14.22771,,,0.00268,18.74753472,,
41:44.4,11.42021,intervention,10.42021,attack,0.4202099,0.42,67.25,42,55,14.22771,,,0.00186,18.27903576,,
41:44.4,11.42207,intervention,10.42207,attack,0.4220657,0.42,67.25,42,55,14.22771,,,0.00184,18.26730082,,
41:44.4,11.42391,intervention,10.42391,attack,0.423912,0.42,67.25,42,55,14.22771,,,0.01234,21.73462889,,
41:44.5,11.43625,intervention,10.43625,attack,0.4362545,0.43,67.99,43,55,13.90184,,,0.00202,18.37240152,,
41:44.5,11.43827,intervention,10.43827,attack,0.4382687,0.43,67.99,43,55,13.90184,,,0.04981,2.803161603,,
41:44.5,11.48808,intervention,10.48808,attack,0.4880753,0.48,71.67,48,58,13.90184,,,0.00261,18.70853447,,
41:44.5,11.49069,intervention,10.49069,attack,0.4906883,0.49,72.41,49,59,13.90184,,,0.002,18.36078109,,
41:44.5,11.49269,intervention,10.49269,attack,0.4926853,0.49,72.41,49,59,13.90184,,,0.01437,21.64439485,,
41:44.5,11.50706,intervention,10.50706,attack,0.5070572,0.5,73.15,50,60,14.18184,,,0.00191,18.30831096,,
41:44.5,11.50897,intervention,10.50897,attack,0.5089722,0.5,73.15,50,60,14.18184,,,0.05022,2.678563871,,
41:44.6,11.55919,intervention,10.55919,attack,0.5591888,0.55,76.83,55,63,14.18184,,,0.00261,18.70853447,,
41:44.6,11.5618,intervention,10.5618,attack,0.5618038,0.56,77.57,56,63,14.18184,,,0.0023,18.5335506,,
41:44.6,11.5641,intervention,10.5641,attack,0.5640984,0.56,77.57,56,63,14.18184,,,0.00184,18.26730082,,
41:44.6,11.56594,intervention,10.56594,attack,0.5659447,0.56,77.57,56,63,14.18184,,,0.01227,21.73300388,,
41:44.6,11.57821,intervention,10.57821,attack,0.5782108,0.57,78.3,57,64,14.0874,,,0.00193,18.31999609,,
41:44.6,11.58014,intervention,10.58014,attack,0.5801411,0.58,79.04,58,64,14.0874,,,0.05483,1.552237242,,
41:44.7,11.63497,intervention,10.63497,attack,0.6349735,0.63,82.73,63,67,14.0874,,,0.00242,18.60172091,,
41:44.7,11.63739,intervention,10.63739,attack,0.637392,0.63,82.73,63,67,14.0874,,,0.00202,18.37240152,,
41:44.7,11.63941,intervention,10.63941,attack,0.6394138,0.63,82.73,63,67,14.0874,,,0.00185,18.27317006,,
41:44.7,11.64126,intervention,10.64126,attack,0.6412601,0.64,83.46,64,68,14.0874,,,0.01266,21.73803132,,
41:44.7,11.65392,intervention,10.65392,attack,0.653923,0.65,84.2,65,69,13.16292,,,0.00211,18.42451375,,
41:44.7,11.65603,intervention,10.65603,attack,0.6560287,0.65,84.2,65,69,13.16292,,,0.05414,1.691088909,,
41:44.7,11.71017,intervention,10.71017,attack,0.7101746,0.71,88.62,71,72,13.16292,,,0.00296,18.90160034,,
41:44.7,11.71313,intervention,10.71313,attack,0.7131252,0.71,88.62,71,72,13.16292,,,0.00245,18.61867825,,
41:44.7,11.71558,intervention,10.71558,attack,0.7155819,0.71,88.62,71,72,13.16292,,,0.01221,21.73135946,,
41:44.7,11.72779,intervention,10.72779,attack,0.7277851,0.72,89.36,72,73,13.30849,,,0.00188,18.29075651,,
41:44.8,11.72967,intervention,10.72967,attack,0.7296715,0.72,89.36,72,73,13.30849,,,0.05268,2.017777819,,
41:44.8,11.78235,intervention,10.78235,attack,0.7823524,0.78,93.78,78,76,13.30849,,,0.00265,18.73084375,,
41:44.8,11.785,intervention,10.785,attack,0.7849998,0.78,93.78,78,76,13.30849,,,0.0019,18.30246304,,
41:44.8,11.7869,intervention,10.7869,attack,0.7868977,0.78,93.78,78,76,13.30849,,,0.00208,18.40717579,,
41:44.8,11.78898,intervention,10.78898,attack,0.7889786,0.78,93.78,78,76,13.30849,,,0.01222,21.73164966,,
41:44.8,11.8012,intervention,10.8012,attack,0.8011971,0.8,95.26,80,78,13.85155,,,0.00192,18.31415532,,
41:44.8,11.80312,intervention,10.80312,attack,0.8031235,0.8,95.26,80,78,13.85155,,,0.05559,1.410147399,,
41:44.9,11.85871,intervention,10.85871,attack,0.8587132,0.85,98.94,85,81,13.85155,,,0.00268,18.74753472,,
41:44.9,11.86139,intervention,10.86139,attack,0.8613853,0.86,99.68,86,81,13.85155,,,0.00186,18.27903576,,
41:44.9,11.86325,intervention,10.86325,attack,0.8632507,0.86,99.68,86,81,13.85155,,,0.00189,18.29661156,,
41:44.9,11.86514,intervention,10.86514,attack,0.8651447,0.86,99.68,86,81,13.85155,,,0.01249,21.73704657,,
41:44.9,11.87763,intervention,10.87763,attack,0.8776283,0.87,100.41,87,82,13.09144,,,0.00199,18.35496546,,
41:44.9,11.87962,intervention,10.87962,attack,0.8796215,0.87,100.41,87,82,13.09144,,,0.04927,2.973887178,,
41:45.0,11.92889,intervention,10.92889,attack,0.9288921,0.92,104.1,92,85,13.09144,,,0.00276,18.79187123,,
41:45.0,11.93165,intervention,10.93165,attack,0.9316483,0.93,104.84,93,85,13.09144,,,0.00236,18.5677037,,
41:45.0,11.93401,intervention,10.93401,attack,0.9340076,0.93,104.84,93,85,13.09144,,,0.01219,21.73075974,,
41:45.0,11.9462,intervention,10.9462,attack,0.9461956,0.94,105.57,94,86,14.26784,,,0.00194,18.32583329,,
41:45.0,11.94814,intervention,10.94814,attack,0.9481354,0.94,105.57,94,86,14.26784,,,0.05212,2.155588491,,
41:45.0,12.00026,intervention,11.00026,sustain high,0.000257492,1,110,100,90,14.26784,,,0.00217,18.4590907,,
41:45.0,12.00243,intervention,11.00243,sustain high,0.002429962,1,110,100,90,14.26784,,,0.00184,18.26730082,,
41:45.0,12.00427,intervention,11.00427,sustain high,0.004266739,1,110,100,90,14.26784,,,0.00178,18.23201128,,
41:45.0,12.00605,intervention,11.00605,sustain high,0.006053925,1,110,100,90,14.26784,,,0.01775,20.91933126,,
41:45.0,12.0238,intervention,11.0238,sustain high,0.0237999,1,110,100,90,13.98613,,,0.0019,18.30246304,,
41:45.0,12.0257,intervention,11.0257,sustain high,0.02570152,1,110,100,90,13.98613,,,0.0535,1.828646405,,
41:45.1,12.0792,intervention,11.0792,sustain high,0.07919502,1,110,100,90,13.98613,,,0.00276,18.79187123,,
41:45.1,12.08196,intervention,11.08196,sustain high,0.08195686,1,110,100,90,13.98613,,,0.00178,18.23201128,,
41:45.1,12.08374,intervention,11.08374,sustain high,0.08374023,1,110,100,90,13.98613,,,0.00188,18.29075651,,
41:45.1,12.08562,intervention,11.08562,sustain high,0.08562469,1,110,100,90,13.98613,,,0.01208,21.7270003,,
41:45.1,12.0977,intervention,11.0977,sustain high,0.09770203,1,110,100,90,12.67292,,,0.00192,18.31415532,,
41:45.1,12.09962,intervention,11.09962,sustain high,0.0996151,1,110,100,90,12.67292,,,0.05086,2.49255945,,
41:45.2,12.15048,intervention,11.15048,sustain high,0.1504784,1,110,100,90,12.67292,,,0.00308,18.96666387,,
41:45.2,12.15356,intervention,11.15356,sustain high,0.1535587,1,110,100,90,12.67292,,,0.00194,18.32583329,,
41:45.2,12.1555,intervention,11.1555,sustain high,0.1555042,1,110,100,90,12.67292,,,0.0121,21.72774184,,
41:45.2,12.1676,intervention,11.1676,sustain high,0.1675968,1,110,100,90,14.04978,,,0.00187,18.28489791,,
41:45.2,12.16947,intervention,11.16947,sustain high,0.1694736,1,110,100,90,14.04978,,,0.05213,2.153064478,,
41:45.2,12.2216,intervention,11.2216,sustain high,0.2216034,1,110,100,90,14.04978,,,0.00274,18.78081074,,
41:45.2,12.22434,intervention,11.22434,sustain high,0.2243385,1,110,100,90,14.04978,,,0.00177,18.22611738,,
41:45.2,12.22611,intervention,11.22611,sustain high,0.2261124,1,110,100,90,14.04978,,,0.00191,18.30831096,,
41:45.2,12.22802,intervention,11.22802,sustain high,0.2280216,1,110,100,90,14.04978,,,0.01355,21.71275726,,
41:45.3,12.24157,intervention,11.24157,sustain high,0.2415657,1,110,100,90,14.03954,,,0.00187,18.28489791,,
